Transaction_ID,Date_Time,Branch,Product_Name,Size,Unit_Price,Quantity,Discount_Rate,Topping_Type,Customer_ID,Customer_Age,Customer_Gender,Membership_Status,Payment_Method,Order_Source,Delivery_Time_Min,Delivery_Distance_KM,Staff_ID,Temperature_Celsius,Humidity_Percent,Store_Rating,Is_Public_Holiday,Category,Region,Is_Weekend,Hour_of_Day,Tax_Amount,Total_Revenue,Year,month,day,Shift,Discount_Group,Temperature_Group
104001,2024-02-11 16:00:00,Giza-Zayed,Rice Pudding Nuts,Small,135.97,10,0.0,Lotus,72611,64.0,Female,Silver,Wallet,Mobile App,42,14.5,120,28.2,76.3,3.0,0,Traditional,Greater Cairo,1,16,190.36,1550.06,2024,2,11,Afternoon,No Discount,Hot
102428,2024-01-26 06:45:00,Mansoura-Mashaya,Om Ali Cream,Medium,125.96,4,0.0,none,66941,39.0,Female,Gold,Instapay,Mobile App,97,5.9,146,29.9,71.2,1.0,0,Traditional,Delta,1,6,70.54,574.38,2024,1,26,Morning,No Discount,Hot
106834,2024-03-12 04:15:00,Giza-Zayed,Ice Cream Mango,Large,128.35,8,0.0,Pistachio,76455,38.0,Female,Unknown,Credit Card,In-store,44,4.5,141,33.0,60.0,5.0,0,Ice Cream,Greater Cairo,0,4,143.75,1170.55,2024,3,12,Late Night,No Discount,Hot
101688,2024-01-18 13:45:00,Cairo-Nasr City,Om Ali Cream,Large,174.77,4,0.0,Lotus,52026,47.0,Male,Silver,Wallet,In-store,38,11.9,101,38.4,72.9,5.0,0,Traditional,Greater Cairo,0,13,97.87,796.95,2024,1,18,Afternoon,No Discount,Hot
100852,2024-01-09 20:45:00,Cairo-Zamalek,Om Ali Cream,Medium,125.53,9,0.05,Lotus,70579,16.0,Female,Unknown,Instapay,Mobile App,82,2.9,138,31.6,70.2,2.0,0,Traditional,Greater Cairo,0,20,158.17,1287.94,2024,1,9,Evening,Low Discount,Hot
106304,2024-03-06 15:45:00,Alex-Stanly,Om Ali Cream,Medium,75.18,1,0.0,none,63789,72.0,Male,Unknown,Cash,ElMenus,58,14.7,128,30.6,81.8,5.0,0,Traditional,Alexandria,0,15,10.53,85.71000000000001,2024,3,6,Afternoon,No Discount,Hot
109088,2024-04-04 15:45:00,Riyadh-Olaya,Super B.Laban,Large,62.32,6,0.0,Nuts,78796,43.5,Female,Unknown,Instapay,Talabat,110,11.6,122,42.0,87.3,3.0,0,Signature,KSA,0,15,52.35,426.27000000000004,2024,4,4,Afternoon,No Discount,Hot
105879,2024-03-02 05:30:00,Cairo-Zamalek,Ice Cream Mango,Small,114.28,5,0.0,Nuts,88448,64.0,Female,Gold,Credit Card,Mobile App,71,5.1,149,38.4,27.4,3.0,0,Ice Cream,Greater Cairo,1,5,80.0,651.4,2024,3,2,Morning,No Discount,Hot
108528,2024-03-29 19:45:00,Alex-Stanly,Ice Cream Mango,Small,51.89,11,0.0,Nuts,60035,64.0,Female,Bronze,Instapay,Talabat,68,14.0,147,30.8,71.5,4.0,0,Ice Cream,Alexandria,1,19,79.91,650.6999999999999,2024,3,29,Evening,No Discount,Hot
102840,2024-01-30 13:45:00,Alex-Stanly,Super B.Laban,Medium,53.77,6,0.0,Pistachio,57170,31.0,Female,Unknown,Cash,Talabat,101,9.5,138,29.7,55.5,5.0,0,Signature,Alexandria,0,13,45.17,367.79,2024,1,30,Afternoon,No Discount,Hot
104612,2024-02-18 00:45:00,Riyadh-Olaya,Qishtouza Nutella,Large,78.84,3,0.0,Lotus,84543,56.0,Female,Unknown,Cash,Mobile App,12,4.0,121,17.0,83.2,3.0,0,Modern,KSA,1,0,33.11,269.63,2024,2,18,Late Night,No Discount,Cold
109541,2024-04-09 09:00:00,Alex-Stanly,Qishtouza Nutella,Large,85.26,11,0.0,Lotus,51227,40.0,Male,Bronze,Wallet,ElMenus,33,5.7,112,23.5,50.7,3.0,0,Modern,Alexandria,0,9,131.3,1069.16,2024,4,9,Morning,No Discount,Moderate
109208,2024-04-05 21:45:00,Dubai-Marina,Rice Pudding Oven,Large,136.45,5,0.0,Nutella,68281,49.0,Male,Silver,Wallet,ElMenus,104,8.3,115,23.1,28.0,3.0,0,Traditional,UAE,1,21,95.52,777.77,2024,4,5,Evening,No Discount,Moderate
102490,2024-01-26 22:15:00,Dubai-Marina,Rice Pudding Nuts,Large,166.64,4,0.05,none,70639,64.0,Female,Unknown,Credit Card,ElMenus,47,12.1,101,23.2,74.7,3.0,1,Traditional,UAE,1,22,93.32,759.8799999999999,2024,1,26,Late Night,Low Discount,Moderate
106906,2024-03-12 22:15:00,Tanta-Saeed,Rice Pudding Nuts,Large,121.95,9,0.15,Nuts,83017,52.0,Female,Gold,Wallet,Talabat,111,6.2,139,27.1,81.9,4.0,0,Traditional,Delta,0,22,153.66,1251.21,2024,3,12,Late Night,Medium Discount,Hot
107391,2024-03-17 23:30:00,Cairo-Nasr City,Qishtouza Lotus,Large,100.3,5,0.0,Nutella,61418,48.0,Male,Unknown,Credit Card,ElMenus,14,2.5,125,30.8,48.6,1.0,0,Modern,Greater Cairo,1,23,70.21,571.71,2024,3,17,Late Night,No Discount,Hot
102850,2024-01-30 16:15:00,Cairo-Zamalek,Qishtouza Lotus,Medium,118.16,3,0.15,Nutella,83236,22.0,Female,Unknown,Credit Card,Mobile App,41,11.5,104,44.4,50.3,5.0,0,Modern,Greater Cairo,0,16,49.63,404.11,2024,1,30,Afternoon,Medium Discount,Hot
106666,2024-03-10 10:15:00,Giza-Zayed,Sweet Koshary Mix,Small,106.51,10,0.0,Pistachio,70288,43.0,Male,Unknown,Instapay,In-store,64,11.8,134,32.8,77.4,1.0,0,Signature,Greater Cairo,1,10,149.11,1214.21,2024,3,10,Morning,No Discount,Hot
105882,2024-03-02 06:15:00,Cairo-Nasr City,Ice Cream Mango,Medium,141.71,3,0.15,Nuts,73846,280.0,Female,Unknown,Cash,ElMenus,55,12.2,148,36.2,70.5,5.0,0,Ice Cream,Greater Cairo,1,6,59.52,484.65,2024,3,2,Morning,Medium Discount,Hot
104453,2024-02-16 09:00:00,Cairo-Nasr City,Qishtouza Lotus,Medium,62.39,8,0.0,none,50645,16.0,Female,Bronze,Credit Card,Mobile App,55,8.3,125,21.5,26.8,1.0,0,Modern,Greater Cairo,1,9,69.88,569.0,2024,2,16,Morning,No Discount,Moderate
107422,2024-03-18 07:15:00,Cairo-Zamalek,Om Ali Cream,Small,115.79,11,0.15,Nuts,64214,54.0,Male,Bronze,Instapay,ElMenus,33,14.2,113,37.9,24.5,3.0,1,Traditional,Greater Cairo,0,7,178.32,1452.01,2024,3,18,Morning,Medium Discount,Hot
106485,2024-03-08 13:00:00,Alex-Stanly,Ice Cream Mango,Medium,123.31,10,0.0,Lotus,84970,43.5,Male,Silver,Cash,Talabat,89,6.0,130,31.5,25.2,1.0,0,Ice Cream,Alexandria,1,13,172.63,1405.73,2024,3,8,Afternoon,No Discount,Hot
102480,2024-01-26 19:45:00,Cairo-Nasr City,Rice Pudding Oven,Small,66.21,1,0.05,Lotus,82682,43.5,Male,Unknown,Wallet,ElMenus,71,9.5,103,30.9,59.7,3.0,0,Traditional,Greater Cairo,1,19,9.27,75.47999999999999,2024,1,26,Evening,Low Discount,Hot
106618,2024-03-09 22:15:00,Giza-Zayed,Rice Pudding Nuts,Medium,47.45,7,0.0,none,75302,41.0,Female,Gold,Credit Card,Talabat,96,5.3,134,26.9,67.5,3.0,0,Traditional,Greater Cairo,1,22,46.5,378.65000000000003,2024,3,9,Late Night,No Discount,Hot
102142,2024-01-23 07:15:00,Cairo-Zamalek,Rice Pudding Nuts,Large,81.72,4,0.0,none,77005,26.0,Female,Unknown,Cash,In-store,92,14.0,114,19.8,30.1,3.0,0,Traditional,Greater Cairo,0,7,45.76,372.64,2024,1,23,Morning,No Discount,Cold
105189,2024-02-24 01:00:00,Mansoura-Mashaya,Qishtouza Nutella,Medium,89.94,5,0.1,Nuts,82737,19.0,Male,Bronze,Credit Card,Talabat,93,8.3,110,43.8,27.9,4.0,0,Modern,Delta,1,1,62.96,512.66,2024,2,24,Late Night,Medium Discount,Hot
109705,2024-04-11 02:00:00,Tanta-Saeed,Sweet Koshary Mix,Large,107.52,8,0.1,Nuts,57851,15.0,Male,Unknown,Credit Card,Mobile App,100,1.2,106,35.5,44.4,3.0,0,Signature,Delta,0,2,120.42,980.5799999999999,2024,4,11,Late Night,Medium Discount,Hot
102745,2024-01-29 14:00:00,Mansoura-Mashaya,Ice Cream Mango,Large,9999.99,7,0.05,Lotus,58458,59.0,Male,Gold,Instapay,Talabat,82,8.1,109,31.6,85.4,3.0,0,Ice Cream,Delta,0,14,104.14,70104.06999999999,2024,1,29,Afternoon,Low Discount,Hot
107254,2024-03-16 13:15:00,Mansoura-Mashaya,Qishtouza Lotus,Medium,73.11,1,0.0,Lotus,85387,43.5,Female,Gold,Wallet,In-store,73,8.4,139,38.3,52.5,2.0,0,Modern,Delta,1,13,10.24,83.35,2024,3,16,Afternoon,No Discount,Hot
103507,2024-02-06 12:30:00,Cairo-Zamalek,Rice Pudding Oven,Medium,176.4,5,0.05,Nuts,81428,19.0,Female,Unknown,Cash,In-store,64,3.0,126,39.9,45.9,5.0,0,Traditional,Greater Cairo,0,12,123.48,1005.48,2024,2,6,Afternoon,Low Discount,Hot
101680,2024-01-18 11:45:00,Cairo-Zamalek,Qishtouza Nutella,Medium,48.52,9,0.05,Pistachio,64357,43.5,Male,Unknown,Credit Card,Talabat,117,7.2,112,36.3,57.9,3.0,0,Modern,Greater Cairo,0,11,61.14,497.82,2024,1,18,Morning,Low Discount,Hot
104250,2024-02-14 06:15:00,Mansoura-Mashaya,Qishtouza Nutella,Large,140.35,9,0.0,Lotus,80009,74.0,Female,Unknown,Wallet,Talabat,73,7.1,111,43.7,30.1,5.0,0,Modern,Delta,0,6,176.84,1439.9899999999998,2024,2,14,Morning,No Discount,Hot
103148,2024-02-02 18:45:00,Cairo-Nasr City,Qishtouza Lotus,Medium,9999.99,9,0.0,Nuts,87380,43.5,Female,Gold,Wallet,ElMenus,85,12.8,148,24.8,56.4,4.0,0,Modern,Greater Cairo,1,18,121.55,90121.46,2024,2,2,Evening,No Discount,Moderate
108131,2024-03-25 16:30:00,Giza-Zayed,Rice Pudding Oven,Medium,87.07,7,0.15,Nutella,77642,43.0,Female,Silver,Instapay,Mobile App,85,7.2,110,24.0,63.6,2.0,0,Traditional,Greater Cairo,0,16,85.33,694.82,2024,3,25,Afternoon,Medium Discount,Moderate
107005,2024-03-13 23:00:00,Alex-Stanly,Super B.Laban,Large,111.15,8,0.0,Nutella,65657,37.0,Female,Unknown,Instapay,Mobile App,94,4.9,131,29.0,23.5,3.0,0,Signature,Alexandria,0,23,124.49,1013.69,2024,3,13,Late Night,No Discount,Hot
100581,2024-01-07 01:00:00,Tanta-Saeed,Rice Pudding Oven,Medium,155.37,5,0.0,none,77938,24.0,Male,Bronze,Instapay,Mobile App,109,4.5,131,24.0,28.6,3.0,0,Traditional,Delta,1,1,108.76,885.61,2024,1,7,Late Night,No Discount,Moderate
104071,2024-02-12 09:30:00,Cairo-Nasr City,Om Ali Cream,Medium,175.44,9,0.0,Nuts,60479,43.0,Female,Unknown,Cash,Talabat,60,14.7,117,21.4,22.3,5.0,0,Traditional,Greater Cairo,0,9,221.05,1800.01,2024,2,12,Morning,No Discount,Moderate
103344,2024-02-04 19:45:00,Cairo-Zamalek,Om Ali Cream,Medium,149.22,11,0.0,none,87356,65.0,Female,Gold,Cash,Mobile App,103,3.8,111,27.0,52.8,4.0,0,Traditional,Greater Cairo,1,19,229.8,1871.22,2024,2,4,Evening,No Discount,Hot
107405,2024-03-18 03:00:00,Tanta-Saeed,Ice Cream Mango,Large,109.81,9,0.0,Nutella,63230,43.5,Female,Silver,Cash,ElMenus,112,7.2,125,17.6,56.9,5.0,0,Ice Cream,Delta,0,3,138.36,1126.65,2024,3,18,Late Night,No Discount,Cold
103673,2024-02-08 06:00:00,Alex-Stanly,Rice Pudding Oven,Small,137.26,7,0.0,Nuts,59100,28.0,Female,Gold,Wallet,Talabat,109,10.6,136,29.9,77.3,3.0,1,Traditional,Alexandria,0,6,134.51,1095.33,2024,2,8,Morning,No Discount,Hot
100560,2024-01-06 19:45:00,Tanta-Saeed,Rice Pudding Oven,Large,58.61,8,0.1,Pistachio,80325,35.0,Female,Bronze,Cash,Talabat,17,14.0,125,24.9,58.2,3.0,0,Traditional,Delta,1,19,65.64,534.52,2024,1,6,Evening,Medium Discount,Moderate
105238,2024-02-24 13:15:00,Cairo-Zamalek,Rice Pudding Nuts,Medium,127.38,5,0.0,Lotus,66477,60.0,Female,Silver,Cash,In-store,17,2.9,130,41.5,41.7,3.0,0,Traditional,Greater Cairo,1,13,89.17,726.0699999999999,2024,2,24,Afternoon,No Discount,Hot
107806,2024-03-22 07:15:00,Tanta-Saeed,Om Ali Cream,Medium,84.04,6,0.0,Nutella,87765,20.0,Female,Unknown,Cash,ElMenus,10,1.4,147,39.4,71.6,3.0,0,Traditional,Delta,1,7,70.59,574.83,2024,3,22,Morning,No Discount,Hot
100513,2024-01-06 08:00:00,Dubai-Marina,Qishtouza Lotus,Medium,179.22,10,0.0,Nuts,89562,47.0,Female,Gold,Credit Card,In-store,117,12.4,124,39.0,83.8,1.0,0,Modern,UAE,1,8,250.91,2043.1100000000001,2024,1,6,Morning,No Discount,Hot
101082,2024-01-12 06:15:00,Mansoura-Mashaya,Sweet Koshary Mix,Medium,150.78,1,0.1,none,53146,56.0,Male,Bronze,Wallet,In-store,69,0.9,125,18.6,34.8,1.0,0,Signature,Delta,1,6,21.11,171.89,2024,1,12,Morning,Medium Discount,Cold
101665,2024-01-18 08:00:00,Alex-Stanly,Super B.Laban,Large,48.25,1,0.0,Nuts,66519,19.0,Female,Bronze,Credit Card,Mobile App,90,10.2,138,42.0,82.7,3.0,0,Signature,Alexandria,0,8,6.76,55.01,2024,1,18,Morning,No Discount,Hot
109205,2024-04-05 21:00:00,Riyadh-Olaya,Sweet Koshary Mix,Medium,57.62,5,0.0,Lotus,51068,40.0,Female,Silver,Instapay,Talabat,83,3.2,104,43.1,48.9,3.0,1,Signature,KSA,1,21,40.33,328.42999999999995,2024,4,5,Evening,No Discount,Hot
101932,2024-01-21 02:45:00,Giza-Zayed,Qishtouza Lotus,Medium,9999.99,1,0.0,Nutella,84386,33.0,Female,Unknown,Instapay,ElMenus,24,4.7,115,25.1,23.2,5.0,0,Modern,Greater Cairo,1,2,22.96,10022.949999999999,2024,1,21,Late Night,No Discount,Hot
109667,2024-04-10 16:30:00,Tanta-Saeed,Qishtouza Nutella,Medium,113.0,4,0.0,Nutella,58129,50.0,Male,Gold,Instapay,Talabat,30,13.1,108,27.9,82.3,2.0,0,Modern,Delta,0,16,63.28,515.28,2024,4,10,Afternoon,No Discount,Hot
101151,2024-01-12 23:30:00,Mansoura-Mashaya,Rice Pudding Nuts,Small,138.42,7,0.0,none,78018,59.0,Male,Gold,Wallet,Mobile App,74,4.4,111,33.9,42.3,3.0,0,Traditional,Delta,1,23,135.65,1104.59,2024,1,12,Late Night,No Discount,Hot
102839,2024-01-30 13:30:00,Mansoura-Mashaya,Ice Cream Mango,Small,132.98,9,0.05,Nuts,75597,43.5,Female,Unknown,Wallet,ElMenus,113,9.4,126,27.2,78.3,3.0,0,Ice Cream,Delta,0,13,167.55,1364.37,2024,1,30,Afternoon,Low Discount,Hot
105950,2024-03-02 23:15:00,Cairo-Nasr City,Rice Pudding Oven,Large,103.85,7,0.1,none,84512,280.0,Female,Unknown,Instapay,In-store,47,10.1,107,40.4,22.5,2.0,0,Traditional,Greater Cairo,1,23,101.77,828.7199999999999,2024,3,2,Late Night,Medium Discount,Hot
108309,2024-03-27 13:00:00,Alex-Stanly,Sweet Koshary Mix,Medium,137.29,1,0.0,Nutella,76374,14.0,Male,Unknown,Cash,In-store,84,2.6,121,39.7,71.0,2.0,0,Signature,Alexandria,0,13,19.22,156.51,2024,3,27,Afternoon,No Discount,Hot
108933,2024-04-03 01:00:00,Tanta-Saeed,Rice Pudding Nuts,Medium,125.95,11,0.0,Nuts,80723,38.0,Female,Unknown,Cash,Talabat,15,1.7,124,22.4,40.7,1.0,0,Traditional,Delta,0,1,193.96,1579.41,2024,4,3,Late Night,No Discount,Moderate
109789,2024-04-11 23:00:00,Tanta-Saeed,Ice Cream Mango,Large,142.25,7,0.0,Pistachio,70699,23.0,Male,Unknown,Wallet,ElMenus,50,5.8,139,17.8,70.9,1.0,1,Ice Cream,Delta,0,23,139.4,1135.15,2024,4,11,Late Night,No Discount,Cold
105178,2024-02-23 22:15:00,Cairo-Zamalek,Qishtouza Lotus,Medium,153.13,2,0.0,Nuts,86122,63.0,Female,Bronze,Credit Card,Talabat,106,12.9,115,16.0,58.6,2.0,0,Modern,Greater Cairo,1,22,42.88,349.14,2024,2,23,Late Night,No Discount,Cold
100831,2024-01-09 15:30:00,Mansoura-Mashaya,Ice Cream Mango,Medium,163.35,7,0.0,Lotus,85944,43.5,Female,Gold,Wallet,Talabat,81,12.1,146,16.9,71.0,5.0,0,Ice Cream,Delta,0,15,160.08,1303.53,2024,1,9,Afternoon,No Discount,Cold
108312,2024-03-27 13:45:00,Tanta-Saeed,Sweet Koshary Mix,Large,123.3,9,0.0,Pistachio,75532,62.0,Female,Silver,Instapay,Talabat,30,9.8,122,37.4,47.7,4.0,0,Signature,Delta,0,13,155.36,1265.06,2024,3,27,Afternoon,No Discount,Hot
104753,2024-02-19 12:00:00,Mansoura-Mashaya,Rice Pudding Nuts,Medium,93.41,3,0.1,none,61940,56.0,Male,Bronze,Credit Card,ElMenus,18,1.4,122,37.3,27.7,2.0,0,Traditional,Delta,0,12,39.23,319.46000000000004,2024,2,19,Afternoon,Medium Discount,Hot
109851,2024-04-12 14:30:00,Dubai-Marina,Rice Pudding Nuts,Medium,91.39,4,0.1,Nuts,68927,66.0,Female,Gold,Cash,Talabat,13,10.3,137,24.7,56.5,2.0,0,Traditional,UAE,1,14,51.18,416.74,2024,4,12,Afternoon,Medium Discount,Moderate
100636,2024-01-07 14:45:00,Cairo-Zamalek,Sweet Koshary Mix,Large,94.77,5,0.0,Lotus,69678,35.0,Male,Unknown,Cash,Mobile App,50,6.4,114,36.8,78.4,4.0,0,Signature,Greater Cairo,1,14,66.34,540.1899999999999,2024,1,7,Afternoon,No Discount,Hot
104466,2024-02-16 12:15:00,Giza-Zayed,Qishtouza Nutella,Medium,138.09,1,0.0,none,54054,66.0,Female,Gold,Wallet,In-store,31,2.4,119,23.2,61.8,4.0,0,Modern,Greater Cairo,1,12,19.33,157.42000000000002,2024,2,16,Afternoon,No Discount,Moderate
106800,2024-03-11 19:45:00,Mansoura-Mashaya,Sweet Koshary Mix,Large,63.15,6,0.05,none,61432,23.0,Male,Bronze,Cash,In-store,85,7.7,105,15.0,75.6,4.0,0,Signature,Delta,0,19,53.05,431.95,2024,3,11,Evening,Low Discount,Cold
107988,2024-03-24 04:45:00,Giza-Zayed,Om Ali Cream,Large,155.6,1,0.0,none,52149,65.0,Female,Bronze,Cash,Talabat,37,8.9,115,41.0,65.3,1.0,0,Traditional,Greater Cairo,1,4,21.78,177.38,2024,3,24,Late Night,No Discount,Hot
107080,2024-03-14 17:45:00,Giza-Zayed,Qishtouza Lotus,Large,123.84,5,0.0,Lotus,54169,45.0,Female,Unknown,Instapay,In-store,57,9.2,113,15.4,33.3,1.0,1,Modern,Greater Cairo,0,17,86.69,705.8900000000001,2024,3,14,Evening,No Discount,Cold
106967,2024-03-13 13:30:00,Giza-Zayed,Rice Pudding Oven,Medium,170.68,8,0.0,Pistachio,78243,43.5,Female,Unknown,Wallet,Mobile App,19,7.5,148,17.7,84.6,4.0,0,Traditional,Greater Cairo,0,13,191.16,1556.6000000000001,2024,3,13,Afternoon,No Discount,Cold
104143,2024-02-13 03:30:00,Tanta-Saeed,Om Ali Cream,Medium,103.3,7,0.0,Lotus,88884,58.0,Female,Silver,Wallet,In-store,82,4.5,123,23.0,40.3,2.0,0,Traditional,Delta,0,3,101.23,824.33,2024,2,13,Late Night,No Discount,Moderate
107028,2024-03-14 04:45:00,Cairo-Nasr City,Rice Pudding Oven,Large,53.15,11,0.0,none,55201,38.0,Male,Bronze,Instapay,ElMenus,24,10.3,131,38.2,32.4,2.0,0,Traditional,Greater Cairo,0,4,81.85,666.5,2024,3,14,Late Night,No Discount,Hot
109184,2024-04-05 15:45:00,Dubai-Marina,Super B.Laban,Large,58.85,6,0.0,none,73254,59.0,Female,Gold,Wallet,Talabat,57,5.7,144,20.6,85.4,5.0,0,Signature,UAE,1,15,49.43,402.53000000000003,2024,4,5,Afternoon,No Discount,Moderate
100877,2024-01-10 03:00:00,Cairo-Zamalek,Super B.Laban,Medium,170.52,3,0.0,Nuts,84689,58.0,Male,Silver,Wallet,ElMenus,93,11.0,108,44.2,30.4,2.0,1,Signature,Greater Cairo,0,3,71.62,583.1800000000001,2024,1,10,Late Night,No Discount,Hot
104870,2024-02-20 17:15:00,Tanta-Saeed,Qishtouza Lotus,Medium,178.03,2,0.05,none,53927,55.0,Male,Silver,Cash,In-store,101,10.6,113,37.0,35.2,1.0,0,Modern,Delta,0,17,49.85,405.91,2024,2,20,Evening,Low Discount,Hot
105316,2024-02-25 08:45:00,Cairo-Zamalek,Rice Pudding Oven,Large,66.06,3,0.05,none,63163,42.0,Female,Unknown,Instapay,Mobile App,105,8.4,132,19.2,45.0,1.0,0,Traditional,Greater Cairo,1,8,27.75,225.93,2024,2,25,Morning,Low Discount,Cold
105223,2024-02-24 09:30:00,Cairo-Nasr City,Rice Pudding Oven,Large,83.05,1,0.0,Nutella,88238,53.0,Female,Bronze,Credit Card,In-store,82,5.8,140,17.9,22.8,4.0,0,Traditional,Greater Cairo,1,9,11.63,94.67999999999999,2024,2,24,Morning,No Discount,Cold
100005,2024-01-01 01:00:00,Alex-Stanly,Ice Cream Mango,Medium,107.49,4,0.05,Pistachio,83829,22.0,Female,Silver,Instapay,ElMenus,39,1.5,117,30.2,71.5,3.0,0,Ice Cream,Alexandria,0,1,60.19,490.15,2024,1,1,Late Night,Low Discount,Hot
103052,2024-02-01 18:45:00,Mansoura-Mashaya,Sweet Koshary Mix,Medium,73.78,7,0.1,Pistachio,84545,45.0,Female,Bronze,Credit Card,ElMenus,40,4.8,126,33.7,31.1,3.0,0,Signature,Delta,0,18,72.3,588.76,2024,2,1,Evening,Medium Discount,Hot
105692,2024-02-29 06:45:00,Cairo-Nasr City,Ice Cream Mango,Medium,109.77,10,0.1,none,85065,71.0,Female,Bronze,Credit Card,Mobile App,34,3.7,130,27.5,62.4,5.0,0,Ice Cream,Greater Cairo,0,6,153.68,1251.38,2024,2,29,Morning,Medium Discount,Hot
103125,2024-02-02 13:00:00,Mansoura-Mashaya,Qishtouza Lotus,Small,41.68,1,0.15,Pistachio,51831,56.0,Male,Silver,Wallet,Talabat,101,6.9,144,42.4,25.4,4.0,0,Modern,Delta,1,13,5.84,47.519999999999996,2024,2,2,Afternoon,Medium Discount,Hot
102492,2024-01-26 22:45:00,Mansoura-Mashaya,Qishtouza Lotus,Medium,80.62,10,0.0,Lotus,56898,28.0,Female,Unknown,Wallet,ElMenus,12,14.2,145,26.2,32.9,1.0,0,Modern,Delta,1,22,112.87,919.07,2024,1,26,Late Night,No Discount,Hot
103855,2024-02-10 03:30:00,Giza-Zayed,Om Ali Cream,Medium,62.24,5,0.0,Pistachio,84352,65.0,Female,Unknown,Wallet,ElMenus,83,6.2,142,20.0,82.7,3.0,0,Traditional,Greater Cairo,1,3,43.57,354.77,2024,2,10,Late Night,No Discount,Moderate
104778,2024-02-19 18:15:00,Giza-Zayed,Super B.Laban,Small,104.5,10,0.0,Pistachio,60430,43.5,Female,Gold,Wallet,In-store,49,10.7,122,19.5,49.2,4.0,0,Signature,Greater Cairo,0,18,146.3,1191.3,2024,2,19,Evening,No Discount,Cold
107510,2024-03-19 05:15:00,Tanta-Saeed,Super B.Laban,Large,154.72,4,0.0,none,76471,43.5,Female,Silver,Credit Card,In-store,48,2.8,149,40.3,45.6,1.0,0,Signature,Delta,0,5,86.64,705.52,2024,3,19,Morning,No Discount,Hot
106458,2024-03-08 06:15:00,Alex-Stanly,Rice Pudding Nuts,Large,87.42,9,0.0,none,68287,12.0,Male,Silver,Cash,Talabat,19,1.5,121,28.4,60.7,2.0,0,Traditional,Alexandria,1,6,110.15,896.93,2024,3,8,Morning,No Discount,Hot
106294,2024-03-06 13:15:00,Mansoura-Mashaya,Rice Pudding Nuts,Large,138.54,11,0.0,Pistachio,66401,21.0,Male,Gold,Instapay,Talabat,117,7.0,131,16.6,30.5,3.0,0,Traditional,Delta,0,13,213.35,1737.2899999999997,2024,3,6,Afternoon,No Discount,Cold
101149,2024-01-12 23:00:00,Alex-Stanly,Qishtouza Lotus,Large,176.41,3,0.0,Lotus,54123,59.0,Male,Gold,Credit Card,ElMenus,40,11.4,129,40.8,31.5,1.0,0,Modern,Alexandria,1,23,74.09,603.32,2024,1,12,Late Night,No Discount,Hot
100575,2024-01-06 23:30:00,Dubai-Marina,Rice Pudding Nuts,Large,171.93,2,0.0,none,85154,63.0,Female,Gold,Credit Card,Talabat,101,6.1,141,18.0,82.1,4.0,0,Traditional,UAE,1,23,48.14,392.0,2024,1,6,Late Night,No Discount,Cold
103770,2024-02-09 06:15:00,Riyadh-Olaya,Rice Pudding Oven,Small,87.62,7,0.0,Pistachio,72529,48.0,Female,Bronze,Instapay,Talabat,113,8.6,111,28.4,54.0,5.0,0,Traditional,KSA,1,6,85.87,699.21,2024,2,9,Morning,No Discount,Hot
104147,2024-02-13 04:30:00,Mansoura-Mashaya,Rice Pudding Oven,Medium,139.79,9,0.05,Lotus,82249,57.0,Female,Gold,Cash,Talabat,55,6.0,146,27.5,82.2,1.0,0,Traditional,Delta,0,4,176.14,1434.25,2024,2,13,Late Night,Low Discount,Hot
100854,2024-01-09 21:15:00,Alex-Stanly,Qishtouza Lotus,Large,175.72,3,0.0,Nuts,64504,43.5,Female,Unknown,Cash,ElMenus,97,3.7,112,16.1,41.7,1.0,0,Modern,Alexandria,0,21,73.8,600.9599999999999,2024,1,9,Evening,No Discount,Cold
105920,2024-03-02 15:45:00,Cairo-Nasr City,Super B.Laban,Large,116.64,5,0.0,Nuts,55261,43.5,Female,Bronze,Credit Card,ElMenus,20,4.2,133,23.6,69.8,4.0,0,Signature,Greater Cairo,1,15,81.65,664.85,2024,3,2,Afternoon,No Discount,Moderate
109359,2024-04-07 11:30:00,Giza-Zayed,Qishtouza Nutella,Medium,131.49,11,0.0,Nutella,77715,40.0,Male,Bronze,Instapay,In-store,89,9.7,115,41.3,41.0,3.0,0,Modern,Greater Cairo,1,11,202.49,1648.88,2024,4,7,Morning,No Discount,Hot
106615,2024-03-09 21:30:00,Alex-Stanly,Rice Pudding Nuts,Medium,51.04,3,0.0,Nutella,89784,28.0,Male,Unknown,Cash,ElMenus,95,7.7,133,34.9,40.8,2.0,0,Traditional,Alexandria,1,21,21.44,174.56,2024,3,9,Evening,No Discount,Hot
106003,2024-03-03 12:30:00,Mansoura-Mashaya,Qishtouza Nutella,Medium,108.78,4,0.0,none,86439,54.0,Male,Unknown,Wallet,Mobile App,106,14.8,113,17.7,42.7,3.0,0,Modern,Delta,1,12,60.92,496.04,2024,3,3,Afternoon,No Discount,Cold
109164,2024-04-05 10:45:00,Cairo-Zamalek,Rice Pudding Nuts,Small,122.51,9,0.0,Lotus,84151,64.0,Female,Silver,Cash,Talabat,102,5.4,118,16.0,48.7,5.0,0,Traditional,Greater Cairo,1,10,154.36,1256.9500000000003,2024,4,5,Morning,No Discount,Cold
